"","equipo","modelo","modelado","semilla","gota1","gota2","gota3","lerner","epocas","exactitud","precision","precision_secundaria","f1","recall"
"1","NYJ","modelo_4","no_profunda",4170,0.2,0.2,NA,0.01,10,0.663551401869159,0.735294117647059,0.538461538461538,0.735294117647059,0.735294117647059
"2","NYJ","modelo_4","no_profunda",3951,0.2,0.2,NA,0.01,10,0.626168224299065,0.705882352941177,0.487179487179487,0.705882352941177,0.705882352941177
"3","NYJ","modelo_4","no_profunda",5491,0.2,0.2,NA,0.01,10,0.700934579439252,0.764705882352941,0.58974358974359,0.764705882352941,0.764705882352941
"4","NYJ","modelo_4","no_profunda",1762,0.2,0.2,NA,0.01,10,0.682242990654206,0.75,0.564102564102564,0.75,0.75
"5","NYJ","modelo_4","no_profunda",3409,0.2,0.2,NA,0.01,10,0.644859813084112,0.720588235294118,0.512820512820513,0.720588235294118,0.720588235294118
"6","NYJ","modelo_4","no_profunda",3980,0.2,0.2,NA,0.01,10,0.663551401869159,0.735294117647059,0.538461538461538,0.735294117647059,0.735294117647059
"7","NYJ","modelo_4","no_profunda",1383,0.2,0.2,NA,0.01,10,0.626168224299065,0.705882352941177,0.487179487179487,0.705882352941177,0.705882352941177
"8","NYJ","modelo_4","no_profunda",768,0.2,0.2,NA,0.01,10,0.644859813084112,0.720588235294118,0.512820512820513,0.720588235294118,0.720588235294118
"9","NYJ","modelo_4","no_profunda",1058,0.2,0.2,NA,0.01,10,0.682242990654206,0.75,0.564102564102564,0.75,0.75
"10","NYJ","modelo_4","no_profunda",8585,0.2,0.2,NA,0.01,10,0.682242990654206,0.75,0.564102564102564,0.75,0.75
"11","NYJ","modelo_4","no_profunda",564,0.2,0.2,NA,0.01,10,0.682242990654206,0.75,0.564102564102564,0.75,0.75
"12","NYJ","modelo_4","no_profunda",2478,0.2,0.2,NA,0.01,10,0.682242990654206,0.75,0.564102564102564,0.75,0.75
"13","NYJ","modelo_4","no_profunda",9481,0.2,0.2,NA,0.01,10,0.682242990654206,0.75,0.564102564102564,0.75,0.75
"14","NYJ","modelo_4","no_profunda",5701,0.2,0.2,NA,0.01,10,0.626168224299065,0.705882352941177,0.487179487179487,0.705882352941177,0.705882352941177
"15","NYJ","modelo_4","no_profunda",8455,0.2,0.2,NA,0.01,10,0.663551401869159,0.735294117647059,0.538461538461538,0.735294117647059,0.735294117647059
"16","NYJ","modelo_4","no_profunda",6401,0.2,0.2,NA,0.01,10,0.663551401869159,0.735294117647059,0.538461538461538,0.735294117647059,0.735294117647059
"17","NYJ","modelo_4","no_profunda",3291,0.2,0.2,NA,0.01,10,0.644859813084112,0.720588235294118,0.512820512820513,0.720588235294118,0.720588235294118
"18","NYJ","modelo_4","no_profunda",9579,0.2,0.2,NA,0.01,10,0.663551401869159,0.735294117647059,0.538461538461538,0.735294117647059,0.735294117647059
"19","NYJ","modelo_4","no_profunda",1438,0.2,0.2,NA,0.01,10,0.663551401869159,0.735294117647059,0.538461538461538,0.735294117647059,0.735294117647059
"20","NYJ","modelo_4","no_profunda",3142,0.2,0.2,NA,0.01,10,0.644859813084112,0.720588235294118,0.512820512820513,0.720588235294118,0.720588235294118
