"","equipo","modelo","modelado","semilla","gota1","gota2","gota3","lerner","epocas","exactitud","precision","precision_secundaria","f1","recall"
"1","DET","modelo_4","profunda",4170,0.3,0.3,0.4,0.05,10,0.75531914893617,0.785714285714286,0.710526315789474,0.792792792792793,0.8
"2","DET","modelo_4","profunda",3951,0.3,0.3,0.4,0.05,10,0.712765957446808,0.75,0.657894736842105,0.756756756756757,0.763636363636364
"3","DET","modelo_4","profunda",5491,0.3,0.3,0.4,0.05,10,0.712765957446808,0.75,0.657894736842105,0.756756756756757,0.763636363636364
"4","DET","modelo_4","profunda",1762,0.3,0.3,0.4,0.05,10,0.776595744680851,0.803571428571429,0.736842105263158,0.810810810810811,0.818181818181818
"5","DET","modelo_4","profunda",3409,0.3,0.3,0.4,0.05,10,0.75531914893617,0.785714285714286,0.710526315789474,0.792792792792793,0.8
"6","DET","modelo_4","profunda",3980,0.3,0.3,0.4,0.05,10,0.734042553191489,0.767857142857143,0.684210526315789,0.774774774774775,0.781818181818182
"7","DET","modelo_4","profunda",1383,0.3,0.3,0.4,0.05,10,0.712765957446808,0.75,0.657894736842105,0.756756756756757,0.763636363636364
"8","DET","modelo_4","profunda",768,0.3,0.3,0.4,0.05,10,0.648936170212766,0.696428571428571,0.578947368421053,0.702702702702703,0.709090909090909
"9","DET","modelo_4","profunda",1058,0.3,0.3,0.4,0.05,10,0.712765957446808,0.75,0.657894736842105,0.756756756756757,0.763636363636364
"10","DET","modelo_4","profunda",8585,0.3,0.3,0.4,0.05,10,0.691489361702128,0.732142857142857,0.631578947368421,0.738738738738739,0.745454545454545
"11","DET","modelo_4","profunda",564,0.3,0.3,0.4,0.05,10,0.648936170212766,0.696428571428571,0.578947368421053,0.702702702702703,0.709090909090909
"12","DET","modelo_4","profunda",2478,0.3,0.3,0.4,0.05,10,0.670212765957447,0.714285714285714,0.605263157894737,0.720720720720721,0.727272727272727
"13","DET","modelo_4","profunda",9481,0.3,0.3,0.4,0.05,10,0.691489361702128,0.732142857142857,0.631578947368421,0.738738738738739,0.745454545454545
"14","DET","modelo_4","profunda",5701,0.3,0.3,0.4,0.05,10,0.75531914893617,0.785714285714286,0.710526315789474,0.792792792792793,0.8
"15","DET","modelo_4","profunda",8455,0.3,0.3,0.4,0.05,10,0.648936170212766,0.696428571428571,0.578947368421053,0.702702702702703,0.709090909090909
"16","DET","modelo_4","profunda",6401,0.3,0.3,0.4,0.05,10,0.627659574468085,0.678571428571429,0.552631578947368,0.684684684684685,0.690909090909091
"17","DET","modelo_4","profunda",3291,0.3,0.3,0.4,0.05,10,0.734042553191489,0.767857142857143,0.684210526315789,0.774774774774775,0.781818181818182
"18","DET","modelo_4","profunda",9579,0.3,0.3,0.4,0.05,10,0.670212765957447,0.714285714285714,0.605263157894737,0.720720720720721,0.727272727272727
"19","DET","modelo_4","profunda",1438,0.3,0.3,0.4,0.05,10,0.734042553191489,0.767857142857143,0.684210526315789,0.774774774774775,0.781818181818182
"20","DET","modelo_4","profunda",3142,0.3,0.3,0.4,0.05,10,0.670212765957447,0.714285714285714,0.605263157894737,0.720720720720721,0.727272727272727
