"","equipo","modelo","modelado","semilla","gota1","gota2","gota3","lerner","epocas","exactitud","precision","precision_secundaria","f1","recall"
"1","HOU","modelo_4","no_profunda",4170,0.4,0.2,NA,0.01,10,0.682352941176471,0.75,0.575757575757576,0.742857142857143,0.735849056603774
"2","HOU","modelo_4","no_profunda",3951,0.4,0.2,NA,0.01,10,0.705882352941177,0.769230769230769,0.606060606060606,0.761904761904762,0.754716981132076
"3","HOU","modelo_4","no_profunda",5491,0.4,0.2,NA,0.01,10,0.729411764705882,0.788461538461538,0.636363636363636,0.780952380952381,0.773584905660377
"4","HOU","modelo_4","no_profunda",1762,0.4,0.2,NA,0.01,10,0.682352941176471,0.75,0.575757575757576,0.742857142857143,0.735849056603774
"5","HOU","modelo_4","no_profunda",3409,0.4,0.2,NA,0.01,10,0.682352941176471,0.75,0.575757575757576,0.742857142857143,0.735849056603774
"6","HOU","modelo_4","no_profunda",3980,0.4,0.2,NA,0.01,10,0.729411764705882,0.788461538461538,0.636363636363636,0.780952380952381,0.773584905660377
"7","HOU","modelo_4","no_profunda",1383,0.4,0.2,NA,0.01,10,0.729411764705882,0.788461538461538,0.636363636363636,0.780952380952381,0.773584905660377
"8","HOU","modelo_4","no_profunda",768,0.4,0.2,NA,0.01,10,0.705882352941177,0.769230769230769,0.606060606060606,0.761904761904762,0.754716981132076
"9","HOU","modelo_4","no_profunda",1058,0.4,0.2,NA,0.01,10,0.682352941176471,0.75,0.575757575757576,0.742857142857143,0.735849056603774
"10","HOU","modelo_4","no_profunda",8585,0.4,0.2,NA,0.01,10,0.658823529411765,0.730769230769231,0.545454545454545,0.723809523809524,0.716981132075472
"11","HOU","modelo_4","no_profunda",564,0.4,0.2,NA,0.01,10,0.729411764705882,0.788461538461538,0.636363636363636,0.780952380952381,0.773584905660377
"12","HOU","modelo_4","no_profunda",2478,0.4,0.2,NA,0.01,10,0.705882352941177,0.769230769230769,0.606060606060606,0.761904761904762,0.754716981132076
"13","HOU","modelo_4","no_profunda",9481,0.4,0.2,NA,0.01,10,0.682352941176471,0.75,0.575757575757576,0.742857142857143,0.735849056603774
"14","HOU","modelo_4","no_profunda",5701,0.4,0.2,NA,0.01,10,0.729411764705882,0.788461538461538,0.636363636363636,0.780952380952381,0.773584905660377
"15","HOU","modelo_4","no_profunda",8455,0.4,0.2,NA,0.01,10,0.705882352941177,0.769230769230769,0.606060606060606,0.761904761904762,0.754716981132076
"16","HOU","modelo_4","no_profunda",6401,0.4,0.2,NA,0.01,10,0.729411764705882,0.788461538461538,0.636363636363636,0.780952380952381,0.773584905660377
"17","HOU","modelo_4","no_profunda",3291,0.4,0.2,NA,0.01,10,0.682352941176471,0.75,0.575757575757576,0.742857142857143,0.735849056603774
"18","HOU","modelo_4","no_profunda",9579,0.4,0.2,NA,0.01,10,0.705882352941177,0.769230769230769,0.606060606060606,0.761904761904762,0.754716981132076
"19","HOU","modelo_4","no_profunda",1438,0.4,0.2,NA,0.01,10,0.729411764705882,0.788461538461538,0.636363636363636,0.780952380952381,0.773584905660377
"20","HOU","modelo_4","no_profunda",3142,0.4,0.2,NA,0.01,10,0.682352941176471,0.75,0.575757575757576,0.742857142857143,0.735849056603774
