"","equipo","modelo","modelado","semilla","gota1","gota2","gota3","lerner","epocas","exactitud","precision","precision_secundaria","f1","recall"
"1","HOU","modelo_4","profunda",4170,0.4,0.3,0.3,0.05,60,0.705882352941177,0.769230769230769,0.606060606060606,0.761904761904762,0.754716981132076
"2","HOU","modelo_4","profunda",3951,0.4,0.3,0.3,0.05,60,0.635294117647059,0.711538461538462,0.515151515151515,0.704761904761905,0.69811320754717
"3","HOU","modelo_4","profunda",5491,0.4,0.3,0.3,0.05,60,0.729411764705882,0.788461538461538,0.636363636363636,0.780952380952381,0.773584905660377
"4","HOU","modelo_4","profunda",1762,0.4,0.3,0.3,0.05,60,0.682352941176471,0.75,0.575757575757576,0.742857142857143,0.735849056603774
"5","HOU","modelo_4","profunda",3409,0.4,0.3,0.3,0.05,60,0.752941176470588,0.807692307692308,0.666666666666667,0.8,0.792452830188679
"6","HOU","modelo_4","profunda",3980,0.4,0.3,0.3,0.05,60,0.611764705882353,0.692307692307692,0.484848484848485,0.685714285714286,0.679245283018868
"7","HOU","modelo_4","profunda",1383,0.4,0.3,0.3,0.05,60,0.705882352941177,0.769230769230769,0.606060606060606,0.761904761904762,0.754716981132076
"8","HOU","modelo_4","profunda",768,0.4,0.3,0.3,0.05,60,0.705882352941177,0.769230769230769,0.606060606060606,0.761904761904762,0.754716981132076
"9","HOU","modelo_4","profunda",1058,0.4,0.3,0.3,0.05,60,0.682352941176471,0.75,0.575757575757576,0.742857142857143,0.735849056603774
"10","HOU","modelo_4","profunda",8585,0.4,0.3,0.3,0.05,60,0.729411764705882,0.788461538461538,0.636363636363636,0.780952380952381,0.773584905660377
"11","HOU","modelo_4","profunda",564,0.4,0.3,0.3,0.05,60,0.729411764705882,0.788461538461538,0.636363636363636,0.780952380952381,0.773584905660377
"12","HOU","modelo_4","profunda",2478,0.4,0.3,0.3,0.05,60,0.658823529411765,0.730769230769231,0.545454545454545,0.723809523809524,0.716981132075472
"13","HOU","modelo_4","profunda",9481,0.4,0.3,0.3,0.05,60,0.776470588235294,0.826923076923077,0.696969696969697,0.819047619047619,0.811320754716981
"14","HOU","modelo_4","profunda",5701,0.4,0.3,0.3,0.05,60,0.729411764705882,0.788461538461538,0.636363636363636,0.780952380952381,0.773584905660377
"15","HOU","modelo_4","profunda",8455,0.4,0.3,0.3,0.05,60,0.658823529411765,0.730769230769231,0.545454545454545,0.723809523809524,0.716981132075472
"16","HOU","modelo_4","profunda",6401,0.4,0.3,0.3,0.05,60,0.752941176470588,0.807692307692308,0.666666666666667,0.8,0.792452830188679
"17","HOU","modelo_4","profunda",3291,0.4,0.3,0.3,0.05,60,0.705882352941177,0.769230769230769,0.606060606060606,0.761904761904762,0.754716981132076
"18","HOU","modelo_4","profunda",9579,0.4,0.3,0.3,0.05,60,0.611764705882353,0.692307692307692,0.484848484848485,0.685714285714286,0.679245283018868
"19","HOU","modelo_4","profunda",1438,0.4,0.3,0.3,0.05,60,0.658823529411765,0.730769230769231,0.545454545454545,0.723809523809524,0.716981132075472
"20","HOU","modelo_4","profunda",3142,0.4,0.3,0.3,0.05,60,0.705882352941177,0.769230769230769,0.606060606060606,0.761904761904762,0.754716981132076
