"","equipo","modelo","modelado","semilla","gota1","gota2","gota3","lerner","epocas","exactitud","precision","precision_secundaria","f1","recall"
"1","NE","modelo_1","no_profunda",4170,0.3,0.2,NA,0.05,40,0.611650485436893,0.655172413793103,0.555555555555556,0.655172413793103,0.655172413793103
"2","NE","modelo_1","no_profunda",3951,0.3,0.2,NA,0.05,40,0.592233009708738,0.637931034482759,0.533333333333333,0.637931034482759,0.637931034482759
"3","NE","modelo_1","no_profunda",5491,0.3,0.2,NA,0.05,40,0.631067961165049,0.672413793103448,0.577777777777778,0.672413793103448,0.672413793103448
"4","NE","modelo_1","no_profunda",1762,0.3,0.2,NA,0.05,40,0.592233009708738,0.637931034482759,0.533333333333333,0.637931034482759,0.637931034482759
"5","NE","modelo_1","no_profunda",3409,0.3,0.2,NA,0.05,40,0.650485436893204,0.689655172413793,0.6,0.689655172413793,0.689655172413793
"6","NE","modelo_1","no_profunda",3980,0.3,0.2,NA,0.05,40,0.611650485436893,0.655172413793103,0.555555555555556,0.655172413793103,0.655172413793103
"7","NE","modelo_1","no_profunda",1383,0.3,0.2,NA,0.05,40,0.572815533980582,0.620689655172414,0.511111111111111,0.620689655172414,0.620689655172414
"8","NE","modelo_1","no_profunda",768,0.3,0.2,NA,0.05,40,0.631067961165049,0.672413793103448,0.577777777777778,0.672413793103448,0.672413793103448
"9","NE","modelo_1","no_profunda",1058,0.3,0.2,NA,0.05,40,0.611650485436893,0.655172413793103,0.555555555555556,0.655172413793103,0.655172413793103
"10","NE","modelo_1","no_profunda",8585,0.3,0.2,NA,0.05,40,0.631067961165049,0.672413793103448,0.577777777777778,0.672413793103448,0.672413793103448
"11","NE","modelo_1","no_profunda",564,0.3,0.2,NA,0.05,40,0.631067961165049,0.672413793103448,0.577777777777778,0.672413793103448,0.672413793103448
"12","NE","modelo_1","no_profunda",2478,0.3,0.2,NA,0.05,40,0.650485436893204,0.689655172413793,0.6,0.689655172413793,0.689655172413793
"13","NE","modelo_1","no_profunda",9481,0.3,0.2,NA,0.05,40,0.650485436893204,0.689655172413793,0.6,0.689655172413793,0.689655172413793
"14","NE","modelo_1","no_profunda",5701,0.3,0.2,NA,0.05,40,0.631067961165049,0.672413793103448,0.577777777777778,0.672413793103448,0.672413793103448
"15","NE","modelo_1","no_profunda",8455,0.3,0.2,NA,0.05,40,0.631067961165049,0.672413793103448,0.577777777777778,0.672413793103448,0.672413793103448
"16","NE","modelo_1","no_profunda",6401,0.3,0.2,NA,0.05,40,0.592233009708738,0.637931034482759,0.533333333333333,0.637931034482759,0.637931034482759
"17","NE","modelo_1","no_profunda",3291,0.3,0.2,NA,0.05,40,0.611650485436893,0.655172413793103,0.555555555555556,0.655172413793103,0.655172413793103
"18","NE","modelo_1","no_profunda",9579,0.3,0.2,NA,0.05,40,0.631067961165049,0.672413793103448,0.577777777777778,0.672413793103448,0.672413793103448
"19","NE","modelo_1","no_profunda",1438,0.3,0.2,NA,0.05,40,0.611650485436893,0.655172413793103,0.555555555555556,0.655172413793103,0.655172413793103
"20","NE","modelo_1","no_profunda",3142,0.3,0.2,NA,0.05,40,0.553398058252427,0.603448275862069,0.488888888888889,0.603448275862069,0.603448275862069
