"equipo","modelo","optimizacion","semilla","learning_rate","feature_fraction","num_leaves","min_data_in_leaf","max_depth","auc","promedio","exactitud","precision","precision_secundaria","promedio.1","f1","recall"
"TB","modelo_4","bayesiana",4170,0.148023470441299,0.569918242979702,42,33,7,0.819476485624683,"NA",0.709090909090909,0.792207792207792,0.515151515151515,0.672150072150072,0.792207792207792,0.792207792207792
"TB","modelo_4","bayesiana",3951,0.148023470441299,0.569918242979702,42,33,7,0.819476485624683,"NA",0.709090909090909,0.792207792207792,0.515151515151515,0.672150072150072,0.792207792207792,0.792207792207792
"TB","modelo_4","bayesiana",5491,0.148023470441299,0.569918242979702,42,33,7,0.819476485624683,"NA",0.745454545454545,0.818181818181818,0.575757575757576,0.713131313131313,0.818181818181818,0.818181818181818
"TB","modelo_4","bayesiana",1762,0.148023470441299,0.569918242979702,42,33,7,0.819476485624683,"NA",0.690909090909091,0.779220779220779,0.484848484848485,0.651659451659452,0.779220779220779,0.779220779220779
"TB","modelo_4","bayesiana",3409,0.148023470441299,0.569918242979702,42,33,7,0.819476485624683,"NA",0.709090909090909,0.792207792207792,0.515151515151515,0.672150072150072,0.792207792207792,0.792207792207792
"TB","modelo_4","bayesiana",3980,0.148023470441299,0.569918242979702,42,33,7,0.819476485624683,"NA",0.727272727272727,0.805194805194805,0.545454545454545,0.692640692640693,0.805194805194805,0.805194805194805
"TB","modelo_4","bayesiana",1383,0.148023470441299,0.569918242979702,42,33,7,0.819476485624683,"NA",0.690909090909091,0.779220779220779,0.484848484848485,0.651659451659452,0.779220779220779,0.779220779220779
"TB","modelo_4","bayesiana",768,0.148023470441299,0.569918242979702,42,33,7,0.819476485624683,"NA",0.709090909090909,0.792207792207792,0.515151515151515,0.672150072150072,0.792207792207792,0.792207792207792
"TB","modelo_4","bayesiana",1058,0.148023470441299,0.569918242979702,42,33,7,0.819476485624683,"NA",0.727272727272727,0.805194805194805,0.545454545454545,0.692640692640693,0.805194805194805,0.805194805194805
"TB","modelo_4","bayesiana",8585,0.148023470441299,0.569918242979702,42,33,7,0.819476485624683,"NA",0.745454545454545,0.818181818181818,0.575757575757576,0.713131313131313,0.818181818181818,0.818181818181818
"TB","modelo_4","bayesiana",564,0.148023470441299,0.569918242979702,42,33,7,0.819476485624683,"NA",0.745454545454545,0.818181818181818,0.575757575757576,0.713131313131313,0.818181818181818,0.818181818181818
"TB","modelo_4","bayesiana",2478,0.148023470441299,0.569918242979702,42,33,7,0.819476485624683,"NA",0.709090909090909,0.792207792207792,0.515151515151515,0.672150072150072,0.792207792207792,0.792207792207792
"TB","modelo_4","bayesiana",9481,0.148023470441299,0.569918242979702,42,33,7,0.819476485624683,"NA",0.727272727272727,0.805194805194805,0.545454545454545,0.692640692640693,0.805194805194805,0.805194805194805
"TB","modelo_4","bayesiana",5701,0.148023470441299,0.569918242979702,42,33,7,0.819476485624683,"NA",0.709090909090909,0.792207792207792,0.515151515151515,0.672150072150072,0.792207792207792,0.792207792207792
"TB","modelo_4","bayesiana",8455,0.148023470441299,0.569918242979702,42,33,7,0.819476485624683,"NA",0.690909090909091,0.779220779220779,0.484848484848485,0.651659451659452,0.779220779220779,0.779220779220779
"TB","modelo_4","bayesiana",6401,0.148023470441299,0.569918242979702,42,33,7,0.819476485624683,"NA",0.745454545454545,0.818181818181818,0.575757575757576,0.713131313131313,0.818181818181818,0.818181818181818
"TB","modelo_4","bayesiana",3291,0.148023470441299,0.569918242979702,42,33,7,0.819476485624683,"NA",0.690909090909091,0.779220779220779,0.484848484848485,0.651659451659452,0.779220779220779,0.779220779220779
"TB","modelo_4","bayesiana",9579,0.148023470441299,0.569918242979702,42,33,7,0.819476485624683,"NA",0.727272727272727,0.805194805194805,0.545454545454545,0.692640692640693,0.805194805194805,0.805194805194805
"TB","modelo_4","bayesiana",1438,0.148023470441299,0.569918242979702,42,33,7,0.819476485624683,"NA",0.727272727272727,0.805194805194805,0.545454545454545,0.692640692640693,0.805194805194805,0.805194805194805
"TB","modelo_4","bayesiana",3142,0.148023470441299,0.569918242979702,42,33,7,0.819476485624683,"NA",0.709090909090909,0.792207792207792,0.515151515151515,0.672150072150072,0.792207792207792,0.792207792207792
